"id","configurationId","bathrooms","privateBathrooms","publicBathrooms","balcony","furnishedType","furnishingType","lift","ageOfProperty","parkingType","listingType","floorPlanImage","carpetArea","price","propertyImages","maintenanceCharges","aboutProperty","createdAt","updatedAt"
"cmf5r6hv20005vxpt3yfnl2qp","cmf5r6hv20004vxpt0l657blu","12",,,"3","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757011238520-ba6c9c4021ea321f.jpg","972","120000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757011238541-c8a6e3aced460e18.jpg""]","faded ","about property ","2025-09-04 18:42:08.748","2025-09-04 18:42:08.748"
"cmf5r6hv20006vxptcx3lmm05","cmf5r6hv20004vxpt0l657blu","3",,,"2","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757011238542-2d39a8b06669406b.jpg","188.73","210000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757011238542-bd3d1a40c2d7fadb.jpg""]",,"fsdaffdsafsfdddsa","2025-09-04 18:42:08.748","2025-09-04 18:42:08.748"
"cmfawdrnq000bvc188680qjyx","cmfawdrnq000avc18qcvaxzi9","1",,,"1","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757322391101-b4e4be9945434d29.jpg","426.57","13000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757322391106-7c383f81d9c66290.jpg""]",,"na","2025-09-08 09:06:36.995","2025-09-08 09:06:36.995"
"cmfawdrnr000cvc1897rpsu1b","cmfawdrnq000avc18qcvaxzi9","1",,,"1","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757322391141-e6c14becbdbd76a2.jpg","460.8","15000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757322391150-9b806803ceb0c8b6.jpg""]",,"na","2025-09-08 09:06:36.995","2025-09-08 09:06:36.995"
"cmfawdrnr000evc18jwvlery4","cmfawdrnr000dvc188hupv4yy","3",,,"2","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757322391158-41329b8304cff17d.jpg","893.08","29000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757322391167-19d3844213de86cb.jpg""]",,"na","2025-09-08 09:06:36.995","2025-09-08 09:06:36.995"
"cmfawdrnr000fvc18af74elnu","cmfawdrnr000dvc188hupv4yy","3",,,"2","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757322391179-7f2bff943c2805a5.jpg","918.27","29000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757322391188-7b25319224e8a812.jpg""]",,"na","2025-09-08 09:06:36.995","2025-09-08 09:06:36.995"
"cmfawdrns000hvc18t3u6jukg","cmfawdrnr000gvc18iunqlv98","2",,,"2","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757322391195-0e9c4aa442f80776.jpg","804.6","26000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757322391202-e4d28b891dcb832f.jpg""]",,"na","2025-09-08 09:06:36.995","2025-09-08 09:06:36.995"
"cmfawdrns000ivc181n6bq8cm","cmfawdrnr000gvc18iunqlv98","2",,,"2","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757322391210-70f3ad7351a09d4c.jpg","1036.67","33000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757322391218-4ca8b878a42de5ae.jpg""]",,"na","2025-09-08 09:06:36.995","2025-09-08 09:06:36.995"
"cmfaxq2or0024vc18pjebowp8","cmfaxq2or0023vc18biodrtiy","1",,,"1","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757324645437-975f7a8ecca1de6d.jpg","443.37","13000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757324645448-dbde48f7805f3bd0.jpg""]",,"na","2025-09-08 09:44:10.775","2025-09-08 09:44:10.775"
"cmfaxq2os0026vc18v92cqw3r","cmfaxq2os0025vc18y99ryrns","2",,,"2","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757324645448-970dda42c441c73b.jpg","644.11","19000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757324645449-b2f826d061804b98.jpg""]",,"na","2025-09-08 09:44:10.775","2025-09-08 09:44:10.775"
"cmfaxq2os0028vc18z4otsg17","cmfaxq2os0027vc1861948lln","3",,,"2","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757324645450-abde5eb3211c0467.jpg","798.57","23000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757324645451-d9b3e0a968cfc871.jpg""]",,"na","2025-09-08 09:44:10.775","2025-09-08 09:44:10.775"
"cmfaycwy9003avc18vwkotg8q","cmfaycwy80039vc18b1epdodx","1",,,"1","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757325712590-57c98e762d3e95c3.jpg","379","850000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757325712591-aa79bad30786e10c.jpg""]",,"na","2025-09-08 10:01:56.431","2025-09-08 10:01:56.431"
"cmfaycwy9003bvc189xf97r7w","cmfaycwy80039vc18b1epdodx","1",,,"1","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757325712593-25cd2d9a5765be22.jpg","354","790000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757325712594-cd33c56e7db9cd37.jpg""]",,"na","2025-09-08 10:01:56.431","2025-09-08 10:01:56.431"
"cmfaycwy9003cvc181yx3c5gf","cmfaycwy80039vc18b1epdodx","1",,,"0","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757325712597-accd128a6ea12d10.jpg","391","880000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757325712598-d2ac8b8887119ad8.jpg""]",,"na","2025-09-08 10:01:56.431","2025-09-08 10:01:56.431"
"cmfaycwy9003evc186uhex90a","cmfaycwy9003dvc1853ic14wb","2",,,"2","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757325712599-4bd849d13fb20425.jpg","536","12000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757325712607-8e031215d719e572.jpg""]",,"na","2025-09-08 10:01:56.431","2025-09-08 10:01:56.431"
"cmfaycwy9003fvc1859euhuy7","cmfaycwy9003dvc1853ic14wb","2",,,"2","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757325712608-05900f06f63a6dfa.jpg","650","14000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757325712608-e94b60550c5c2690.jpg""]",,"na","2025-09-08 10:01:56.431","2025-09-08 10:01:56.431"
"cmfc6pq1m0005vca07z1oktrg","cmfc6pq1m0004vca0cdihsx99","1",,,"1","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757400210633-ec5431f188d4de3c.jpg","457.57","12000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757400210665-ab087e966ba018ff.jpg""]",,"na","2025-09-09 06:43:37.112","2025-09-09 06:43:37.112"
"cmfc6pq1m0007vca0wei4jsgs","cmfc6pq1m0006vca04kqz1wsp","2",,,"2","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757400210671-c54804f690eac296.jpg","652.83","17000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757400210672-3f6998fafc9e8521.jpg""]",,"na","2025-09-09 06:43:37.112","2025-09-09 06:43:37.112"
"cmfc6pq1m0008vca0hsbdneqc","cmfc6pq1m0006vca04kqz1wsp","2",,,"2","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757400210675-be2512dbfae0b3f7.jpg","728.5","19000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757400210678-f61b2d8c4b4a4a50.jpg""]",,"na","2025-09-09 06:43:37.112","2025-09-09 06:43:37.112"
"cmfc6pq1n000avca0g8zz0fur","cmfc6pq1m0009vca0tmv501em","3",,,"2","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757400210681-7ca76e0e6739c3c1.jpg","1240.22","33000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757400210682-37e9e8c4f43b5b32.jpg""]",,"na","2025-09-09 06:43:37.112","2025-09-09 06:43:37.112"
"cmfc79ip7001gvca0u52qiras","cmfc79ip7001fvca0dhfqinl1","1",,,"0","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757401136185-abf1e76a1175f931.jpg","416.56","9890000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757401136186-23bdb16c58a9e122.jpg""]",,"na","2025-09-09 06:59:00.713","2025-09-09 06:59:00.713"
"cmfc79ip7001hvca0xz5kv4ld","cmfc79ip7001fvca0dhfqinl1","1",,,"1","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757401136186-d8d90b0f32b32c7f.jpg","438.63","14000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757401136187-7ce77cd129550d77.jpg""]",,"na","2025-09-09 06:59:00.713","2025-09-09 06:59:00.713"
"cmfc79ip8001jvca0r5k1gc5d","cmfc79ip7001ivca0pjtsq247","2",,,"2","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757401136187-1ecea6707162bfe7.jpg","653.15","15000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757401136188-b404a27ba98528f4.jpg""]",,"na","2025-09-09 06:59:00.713","2025-09-09 06:59:00.713"
"cmfc80zv3002hvca0yghwoxui","cmfc80zv3002gvca08q08d09k","1","1","1",,"UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757402417345-d65dfb1fd5d0d077.jpg","239","5975000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757402417346-ede3eaf6864e2efa.jpg""]",,"na","2025-09-09 07:20:22.669","2025-09-09 07:20:22.669"
"cmfc80zv4002ivca0pti2hjp8","cmfc80zv3002gvca08q08d09k","1","1","1",,"UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757402417346-59bcce3ff8c17194.jpg","309","7720000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757402417347-f5e0ac2f495d60e1.jpg""]",,"na","2025-09-09 07:20:22.669","2025-09-09 07:20:22.669"
"cmfc80zv4002jvca0kkwyzbb6","cmfc80zv3002gvca08q08d09k","0","0","0",,"UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757402417348-0cca2389f798785c.jpg","634","15000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757402417348-9bfc082c0bba270f.jpg""]",,,"2025-09-09 07:20:22.669","2025-09-09 07:20:22.669"
"cmfc8w1ea003hvca0yj9692xd","cmfc8w1e9003gvca0vfq51lrw","2",,,"2","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757403866053-185c21624393f002.jpg","637.76","8900000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757403866054-3b21d5295d1b7bce.jpg""]",,"na","2025-09-09 07:44:30.992","2025-09-09 07:44:30.992"
"cmfc8w1ea003ivca01s66pru9","cmfc8w1e9003gvca0vfq51lrw","2",,,"2","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757403866054-1c8c078c7503aa74.jpg","783.83","10000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757403866054-19520d6cb5866f61.jpg""]",,"na","2025-09-09 07:44:30.992","2025-09-09 07:44:30.992"
"cmfc8w1ea003jvca011hgz43s","cmfc8w1e9003gvca0vfq51lrw","2",,,"0","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757403866054-f05bbc2ef47cc262.jpg","719.46","10000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757403866054-18d491c4116a4a1d.jpg""]",,"na","2025-09-09 07:44:30.992","2025-09-09 07:44:30.992"
"cmfc8w1ea003lvca01p19m6o0","cmfc8w1ea003kvca0antflsgo","3",,,"2","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757403866054-66f1c36cd5370f62.jpg","1090.59","15000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757403866055-12dde6891b923a80.jpg""]",,"na","2025-09-09 07:44:30.992","2025-09-09 07:44:30.992"
"cmfcccifv004rvca0a0lvecba","cmfcccifu004qvca0daqsesxl","1",,,"1","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757409672773-6523197b4bafe2f8.jpg","422","4190000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757409672775-37d2dedeb898bfd3.jpg""]",,"na","2025-09-09 09:21:18.424","2025-09-09 09:21:18.424"
"cmfcccifv004tvca0yjaewx04","cmfcccifv004svca07g88pbp7","2",,,"2","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757409672776-9c48211b8fc08a50.jpg","580","5770000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757409672776-55a3d0d5d7d3bb44.jpg""]",,"na","2025-09-09 09:21:18.424","2025-09-09 09:21:18.424"
"cmfcd6uur005jvca02nt9ohd3","cmfcd6uur005ivca0zanvi722","2",,,"0","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757411089519-382dc615d1a8a01c.jpg","518.71","17000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757411089520-1fd3665afc1a746a.jpg""]",,"na","2025-09-09 09:44:54.193","2025-09-09 09:44:54.193"
"cmfcd6uur005kvca0xz0ru5kf","cmfcd6uur005ivca0zanvi722","2",,,"2","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757411089523-4a25ba0ab26ba4af.jpg","712.68","24000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757411089524-f866cded7e572242.jpg""]",,"na","2025-09-09 09:44:54.193","2025-09-09 09:44:54.193"
"cmfcd6uus005mvca0z74nkpkh","cmfcd6uur005lvca0r1lfayx1","3",,,"0","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757411089524-85f5063857a9e066.jpg","1098.46","37000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757411089525-9e16be48ea1c5dca.jpg""]",,"na","2025-09-09 09:44:54.193","2025-09-09 09:44:54.193"
"cmfcdo9ej006kvca0mi9penvv","cmfcdo9ej006jvca0unalmr56","1",,,"1","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757411900104-d2b27e1086902c25.jpg","425.39","12000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757411900105-0cd46f586c660d51.jpg""]",,"na","2025-09-09 09:58:26.202","2025-09-09 09:58:26.202"
"cmfcdo9ek006mvca080i6yeza","cmfcdo9ek006lvca0wye9m2zq","2",,,"2","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757411900105-92746a06993e21a1.jpg","589.43","17000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757411900106-3270032d1b3b29a6.jpg""]",,"na","2025-09-09 09:58:26.202","2025-09-09 09:58:26.202"
"cmfcdo9ek006ovca0wwc1e84f","cmfcdo9ek006nvca0aerkp2r8","1",,,"1","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757411900106-2052b7fd49a2faaa.jpg","710.63","21000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757411900108-5b7ad0636af0eef0.jpg""]",,"na","2025-09-09 09:58:26.202","2025-09-09 09:58:26.202"
"cmfcg9rep0005vc20150vzeqp","cmfcg9rep0004vc20nnmldrf5","0",,,"2","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757416263429-b34f6e00dad04cee.jpg","835","67000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757416263441-db4005e8699b54f5.jpg""]",,"na","2025-09-09 11:11:08.543","2025-09-09 11:11:08.543"
"cmfcg9rep0007vc20aotbggv3","cmfcg9rep0006vc20zocna1zw","3",,,"2","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757416263442-37973fcf73632905.jpg","1064","86000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757416263443-efccc3b7b11a9cf6.jpg""]",,"na","2025-09-09 11:11:08.543","2025-09-09 11:11:08.543"
"cmfcg9rep0008vc207t5kmleq","cmfcg9rep0006vc20zocna1zw","3",,,"2","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757416263444-42b0f4d7ba7315d4.jpg","1185","96000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757416263445-61ad0a336e5cd7e8.jpg""]",,"na","2025-09-09 11:11:08.543","2025-09-09 11:11:08.543"
